TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
PHX,04/07/2019,PHX @ HOU,L,239,113,43,93,46.2,11,34,32.4,16,21,76.2,8,34,42,26,8,0,13,18,-36
ORL,04/07/2019,ORL @ BOS,W,241,116,41,90,45.6,12,33,36.4,22,22,100,11,34,45,29,9,7,14,14,8
OKC,04/07/2019,OKC @ MIN,W,239,132,48,92,52.2,14,34,41.2,22,26,84.6,14,32,46,27,6,4,13,30,6
NYK,04/07/2019,NYK vs. WAS,W,240,113,41,80,51.3,17,34,50,14,19,73.7,7,36,43,24,5,9,15,14,3
NOP,04/07/2019,NOP @ SAC,W,240,133,52,101,51.5,19,42,45.2,10,12,83.3,14,41,55,28,4,11,15,16,4
MIN,04/07/2019,MIN vs. OKC,L,240,126,46,85,54.1,10,23,43.5,24,29,82.8,6,26,32,29,9,5,13,24,-6
MIL,04/07/2019,MIL vs. ATL,W,239,115,40,91,44,9,41,22,26,34,76.5,11,50,61,19,8,10,14,23,8
MIA,04/07/2019,MIA @ TOR,L,266,109,41,100,41,13,34,38.2,14,19,73.7,12,43,55,27,5,2,11,22,-8
MEM,04/07/2019,MEM vs. DAL,L,264,127,42,98,42.9,19,44,43.2,24,28,85.7,10,43,53,32,4,4,7,24,-2
LAL,04/07/2019,LAL vs. UTA,W,240,113,46,89,51.7,7,25,28,14,21,66.7,16,33,49,28,5,5,16,21,4
LAC,04/07/2019,LAC @ GSW,L,241,104,38,79,48.1,10,19,52.6,18,29,62.1,6,33,39,26,7,4,20,22,-27
IND,04/07/2019,IND vs. BKN,L,240,96,41,85,48.2,10,27,37,4,7,57.1,5,28,33,27,6,3,13,18,-12
HOU,04/07/2019,HOU vs. PHX,W,240,149,53,100,53,27,57,47.4,16,21,76.2,12,40,52,34,12,5,9,16,36
GSW,04/07/2019,GSW vs. LAC,W,238,131,53,97,54.6,12,37,32.4,13,15,86.7,11,37,48,34,16,8,9,22,27
DET,04/07/2019,DET vs. CHA,L,241,91,34,92,37,10,41,24.4,13,15,86.7,18,37,55,20,3,7,9,18,-13
DEN,04/07/2019,DEN @ POR,L,241,108,42,95,44.2,13,33,39.4,11,20,55,12,30,42,24,9,4,10,26,-7
DAL,04/07/2019,DAL @ MEM,W,265,129,45,98,45.9,12,41,29.3,27,34,79.4,11,40,51,31,4,5,6,23,2
CLE,04/07/2019,CLE vs. SAS,L,240,90,31,79,39.2,8,29,27.6,20,27,74.1,10,25,35,16,14,1,17,16,-22
CHA,04/07/2019,CHA @ DET,W,241,104,38,88,43.2,10,31,32.3,18,23,78.3,8,36,44,23,5,3,5,13,13
BOS,04/07/2019,BOS vs. ORL,L,241,108,42,89,47.2,12,31,38.7,12,14,85.7,6,33,39,28,9,4,13,19,-8
BKN,04/07/2019,BKN @ IND,W,240,108,40,88,45.5,11,36,30.6,17,22,77.3,17,35,52,23,7,4,15,13,12
ATL,04/07/2019,ATL @ MIL,L,240,107,40,100,40,17,45,37.8,10,19,52.6,9,39,48,25,2,3,11,28,-8
PHI,04/06/2019,PHI @ CHI,W,240,116,46,88,52.3,9,27,33.3,15,26,57.7,10,44,54,25,5,5,10,14,20
MIL,04/06/2019,MIL vs. BKN,L,241,128,49,88,55.7,16,34,47.1,14,21,66.7,6,37,43,28,7,4,14,18,-5
CHI,04/06/2019,CHI vs. PHI,L,239,96,38,89,42.7,8,25,32,12,15,80,7,31,38,22,4,3,8,22,-20
BKN,04/06/2019,BKN @ MIL,W,240,133,48,97,49.5,19,45,42.2,18,23,78.3,12,31,43,25,7,0,10,19,5
WAS,04/05/2019,WAS vs. SAS,L,241,112,42,88,47.7,9,32,28.1,19,22,86.4,9,25,34,22,2,4,9,16,-17
UTA,04/05/2019,UTA vs. SAC,W,240,119,44,85,51.8,15,33,45.5,16,25,64,7,39,46,30,9,6,16,26,21
TOR,04/05/2019,TOR @ CHA,L,241,111,43,80,53.8,9,26,34.6,16,20,80,5,38,43,27,2,5,14,17,-2
SAS,04/05/2019,SAS @ WAS,W,241,129,51,91,56,10,25,40,17,20,85,12,30,42,34,3,4,9,18,17
SAC,04/05/2019,SAC @ UTA,L,240,98,38,92,41.3,5,21,23.8,17,25,68,12,35,47,17,7,1,18,23,-21
POR,04/05/2019,POR @ DEN,L,239,110,42,86,48.8,10,29,34.5,16,20,80,12,28,40,24,6,2,14,23,-9
PHX,04/05/2019,PHX vs. NOP,W,265,133,51,104,49,14,36,38.9,17,21,81,13,33,46,27,12,11,7,18,7
ORL,04/05/2019,ORL vs. ATL,W,242,149,56,92,60.9,18,37,48.6,19,25,76,9,45,54,35,11,4,19,24,36
OKC,04/05/2019,OKC vs. DET,W,240,123,48,101,47.5,12,29,41.4,15,22,68.2,21,38,59,30,10,4,17,24,13
NYK,04/05/2019,NYK @ HOU,L,240,96,37,82,45.1,6,27,22.2,16,27,59.3,5,48,53,22,3,6,15,17,-24
NOP,04/05/2019,NOP @ PHX,L,265,126,49,101,48.5,8,23,34.8,20,27,74.1,15,38,53,28,4,4,15,21,-7
MIN,04/05/2019,MIN vs. MIA,W,240,111,43,86,50,8,24,33.3,17,21,81,9,34,43,25,10,2,18,18,2
MIA,04/05/2019,MIA @ MIN,L,240,109,45,88,51.1,10,34,29.4,9,12,75,9,29,38,24,10,6,17,23,-2
MEM,04/05/2019,MEM @ DAL,W,239,122,46,96,47.9,16,41,39,14,16,87.5,12,38,50,30,7,2,10,16,10
LAL,04/05/2019,LAL @ LAC,W,240,122,43,96,44.8,14,32,43.8,22,27,81.5,14,41,55,28,8,10,14,24,5
LAC,04/05/2019,LAC vs. LAL,L,241,117,40,91,44,10,29,34.5,27,31,87.1,7,38,45,29,7,8,11,22,-5
IND,04/05/2019,IND vs. BOS,L,240,97,38,92,41.3,10,23,43.5,11,19,57.9,10,35,45,24,5,3,11,15,-20
HOU,04/05/2019,HOU vs. NYK,W,241,120,43,101,42.6,22,59,37.3,12,17,70.6,7,41,48,26,8,2,6,21,24
GSW,04/05/2019,GSW vs. CLE,W,240,120,46,87,52.9,20,37,54.1,8,8,100,4,34,38,29,2,8,13,21,6
DET,04/05/2019,DET @ OKC,L,239,110,35,81,43.2,15,41,36.6,25,31,80.6,4,28,32,20,10,8,14,23,-13
DEN,04/05/2019,DEN vs. POR,W,240,119,43,84,51.2,7,27,25.9,26,29,89.7,12,27,39,27,10,4,9,19,9
DAL,04/05/2019,DAL vs. MEM,L,239,112,41,96,42.7,17,47,36.2,13,21,61.9,11,31,42,28,4,4,9,13,-10
CLE,04/05/2019,CLE @ GSW,L,240,114,43,97,44.3,7,30,23.3,21,23,91.3,12,36,48,21,9,1,5,11,-6
CHA,04/05/2019,CHA vs. TOR,W,240,113,44,94,46.8,13,39,33.3,12,14,85.7,8,32,40,28,6,2,6,17,2
BOS,04/05/2019,BOS @ IND,W,240,117,48,92,52.2,7,27,25.9,14,16,87.5,7,42,49,27,7,6,11,15,20
ATL,04/05/2019,ATL @ ORL,L,240,113,41,94,43.6,10,39,25.6,21,31,67.7,10,28,38,21,16,4,14,21,-36
SAC,04/04/2019,SAC vs. CLE,W,241,117,48,97,49.5,14,38,36.8,7,10,70,8,28,36,28,12,3,6,14,13
PHI,04/04/2019,PHI vs. MIL,L,240,122,45,95,47.4,18,36,50,14,18,77.8,4,39,43,36,4,8,13,26,-6
MIL,04/04/2019,MIL @ PHI,W,239,128,42,93,45.2,12,34,35.3,32,43,74.4,8,42,50,26,5,6,10,18,6
LAL,04/04/2019,LAL vs. GSW,L,240,90,37,104,35.6,8,37,21.6,8,14,57.1,18,44,62,25,10,7,18,10,-18
GSW,04/04/2019,GSW @ LAL,W,241,108,43,98,43.9,18,46,39.1,4,5,80,9,42,51,30,11,5,14,18,18
CLE,04/04/2019,CLE @ SAC,L,240,104,44,81,54.3,11,25,44,5,9,55.6,10,40,50,20,3,1,20,13,-13
WAS,04/03/2019,WAS vs. CHI,L,240,114,45,97,46.4,5,27,18.5,19,26,73.1,9,30,39,24,8,9,12,18,-1
UTA,04/03/2019,UTA @ PHX,W,241,118,44,77,57.1,16,32,50,14,18,77.8,7,38,45,30,2,9,20,16,21
TOR,04/03/2019,TOR @ BKN,W,239,115,44,105,41.9,15,38,39.5,12,14,85.7,17,35,52,29,9,1,7,16,10
SAS,04/03/2019,SAS @ DEN,L,241,85,31,81,38.3,5,27,18.5,18,25,72,11,27,38,15,9,7,11,14,-28
POR,04/03/2019,POR vs. MEM,W,238,116,48,94,51.1,10,31,32.3,10,16,62.5,14,40,54,28,9,3,13,14,27
PHX,04/03/2019,PHX vs. UTA,L,240,97,42,91,46.2,5,21,23.8,8,13,61.5,9,22,31,21,7,3,10,23,-21
PHI,04/03/2019,PHI @ ATL,L,241,122,45,98,45.9,10,31,32.3,22,38,57.9,26,31,57,27,8,4,13,24,-8
ORL,04/03/2019,ORL vs. NYK,W,241,114,45,99,45.5,11,32,34.4,13,20,65,19,36,55,29,5,7,13,16,14
NYK,04/03/2019,NYK @ ORL,L,241,100,38,85,44.7,6,27,22.2,18,21,85.7,8,31,39,21,10,5,12,18,-14
NOP,04/03/2019,NOP vs. CHA,L,240,109,40,85,47.1,15,41,36.6,14,17,82.4,7,41,48,25,7,4,19,27,-6
MIN,04/03/2019,MIN @ DAL,W,241,110,42,86,48.8,10,27,37,16,20,80,5,33,38,26,6,3,8,25,2
MIA,04/03/2019,MIA vs. BOS,L,240,102,39,95,41.1,12,36,33.3,12,20,60,16,31,47,25,6,5,15,23,-10
MEM,04/03/2019,MEM @ POR,L,240,89,31,80,38.8,11,33,33.3,16,19,84.2,4,28,32,20,10,9,13,16,-27
LAC,04/03/2019,LAC vs. HOU,L,239,103,38,82,46.3,8,26,30.8,19,31,61.3,9,29,38,27,11,2,16,22,-32
IND,04/03/2019,IND @ DET,W,239,108,43,92,46.7,6,21,28.6,16,22,72.7,10,34,44,31,9,4,11,18,19
HOU,04/03/2019,HOU @ LAC,W,239,135,47,88,53.4,18,38,47.4,23,29,79.3,12,36,48,22,6,7,16,29,32
DET,04/03/2019,DET vs. IND,L,241,89,31,80,38.8,11,41,26.8,16,24,66.7,11,35,46,21,6,5,18,25,-19
DEN,04/03/2019,DEN vs. SAS,W,242,113,47,87,54,12,33,36.4,7,12,58.3,8,39,47,41,6,3,14,20,28
DAL,04/03/2019,DAL vs. MIN,L,240,108,43,94,45.7,7,39,17.9,15,19,78.9,12,37,49,26,2,5,13,20,-2
CHI,04/03/2019,CHI @ WAS,W,240,115,48,90,53.3,5,19,26.3,14,17,82.4,9,40,49,22,7,5,20,23,1
CHA,04/03/2019,CHA @ NOP,W,240,115,38,90,42.2,12,34,35.3,27,32,84.4,11,37,48,19,13,5,11,15,6
BOS,04/03/2019,BOS @ MIA,W,239,112,38,80,47.5,9,24,37.5,27,31,87.1,6,36,42,25,8,7,11,21,10
BKN,04/03/2019,BKN vs. TOR,L,240,105,41,86,47.7,10,32,31.3,13,21,61.9,9,44,53,23,3,2,14,19,-10
ATL,04/03/2019,ATL vs. PHI,W,240,130,48,92,52.2,12,36,33.3,22,28,78.6,11,33,44,29,7,7,11,26,8
SAS,04/02/2019,SAS vs. ATL,W,240,117,42,80,52.5,14,30,46.7,19,22,86.4,4,41,45,23,6,6,16,17,6
SAC,04/02/2019,SAC vs. HOU,L,241,105,42,95,44.2,7,23,30.4,14,20,70,16,35,51,19,3,4,11,15,-25
OKC,04/02/2019,OKC vs. LAL,W,241,119,47,102,46.1,13,44,29.5,12,20,60,17,33,50,33,15,7,12,14,16
LAL,04/02/2019,LAL @ OKC,L,240,103,40,84,47.6,16,39,41,7,10,70,4,35,39,26,7,2,21,25,-16
HOU,04/02/2019,HOU @ SAC,W,241,130,46,94,48.9,26,61,42.6,12,17,70.6,8,35,43,30,8,3,7,20,25
GSW,04/02/2019,GSW vs. DEN,W,238,116,50,92,54.3,13,34,38.2,3,8,37.5,13,42,55,36,11,11,24,21,14
DEN,04/02/2019,DEN @ GSW,L,240,102,36,96,37.5,7,30,23.3,23,29,79.3,12,28,40,23,19,4,15,15,-14
ATL,04/02/2019,ATL @ SAS,L,240,111,43,94,45.7,12,34,35.3,13,20,65,11,32,43,26,13,2,11,18,-6
UTA,04/01/2019,UTA vs. CHA,W,240,111,38,79,48.1,15,35,42.9,20,26,76.9,5,42,47,30,7,3,17,25,9
TOR,04/01/2019,TOR vs. ORL,W,240,121,42,84,50,19,37,51.4,18,22,81.8,6,33,39,31,9,8,14,20,12
POR,04/01/2019,POR @ MIN,W,241,132,50,91,54.9,15,30,50,17,24,70.8,15,35,50,31,6,9,14,17,10
PHX,04/01/2019,PHX vs. CLE,W,240,122,46,84,54.8,13,37,35.1,17,20,85,5,35,40,28,1,11,13,22,9
PHI,04/01/2019,PHI @ DAL,L,242,102,36,93,38.7,6,33,18.2,24,32,75,12,43,55,20,2,9,12,22,-20
ORL,04/01/2019,ORL @ TOR,L,241,109,43,93,46.2,12,33,36.4,11,15,73.3,11,35,46,32,7,8,13,21,-12
NYK,04/01/2019,NYK vs. CHI,W,239,113,37,74,50,18,38,47.4,21,25,84,6,38,44,24,2,9,16,18,8
MIN,04/01/2019,MIN vs. POR,L,241,122,47,96,49,11,29,37.9,17,19,89.5,10,27,37,29,8,3,9,19,-10
MIL,04/01/2019,MIL @ BKN,W,239,131,47,94,50,11,34,32.4,26,30,86.7,6,34,40,28,15,7,14,26,10
MIA,04/01/2019,MIA @ BOS,L,239,105,40,88,45.5,10,37,27,15,18,83.3,9,39,48,27,9,6,15,17,-5
IND,04/01/2019,IND vs. DET,W,239,111,42,77,54.5,10,22,45.5,17,22,77.3,7,35,42,27,9,8,17,20,9
DET,04/01/2019,DET @ IND,L,240,102,38,88,43.2,12,33,36.4,14,19,73.7,16,25,41,21,7,5,15,24,-9
DAL,04/01/2019,DAL vs. PHI,W,239,122,46,97,47.4,12,32,37.5,18,27,66.7,10,44,54,29,5,3,6,22,20
CLE,04/01/2019,CLE @ PHX,L,241,113,45,99,45.5,8,22,36.4,15,22,68.2,18,30,48,17,5,3,9,24,-9
CHI,04/01/2019,CHI @ NYK,L,240,105,42,94,44.7,4,17,23.5,17,23,73.9,12,32,44,20,9,2,6,18,-8
CHA,04/01/2019,CHA @ UTA,L,240,102,36,90,40,7,30,23.3,23,29,79.3,10,34,44,15,12,2,11,20,-9
BOS,04/01/2019,BOS vs. MIA,W,240,110,36,91,39.6,17,40,42.5,21,24,87.5,14,35,49,25,8,2,12,18,5
BKN,04/01/2019,BKN vs. MIL,L,240,121,39,94,41.5,16,44,36.4,27,34,79.4,16,39,55,19,6,5,23,26,-10
WAS,03/31/2019,WAS @ DEN,W,239,95,37,92,40.2,6,24,25,15,20,75,9,45,54,24,9,6,10,21,5
SAS,03/31/2019,SAS vs. SAC,L,239,106,44,94,46.8,8,27,29.6,10,14,71.4,15,27,42,24,7,3,11,22,-7
SAC,03/31/2019,SAC @ SAS,W,239,113,39,81,48.1,11,25,44,24,28,85.7,7,35,42,20,9,1,12,15,7
